product_key,product_id,product_name,category,sub_category
6460,OFF-PA-10003686,"SanDisk Message Books, Multicolor",Office Supplies,Paper
6461,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders
6462,TEC-CO-10004649,"Brother Copy Machine, High-Speed",Technology,Copiers
6463,OFF-EN-10004564,"Jiffy Mailers, Set of 50",Office Supplies,Envelopes
6464,TEC-AC-10002852,"Belkin Memory Card, Erganomic",Technology,Accessories
6465,OFF-AP-10001920,"KitchenAid Microwave, Silver",Office Supplies,Appliances
6466,TEC-AC-10004001,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories
6467,OFF-BI-10003397,"Avery 3-Hole Punch, Economy",Office Supplies,Binders
6468,TEC-AC-10002670,"Logitech Mouse, Erganomic",Technology,Accessories
6469,OFF-ACM-10004669,"Acme Shears, Easy Grip",Office Supplies,Supplies
6470,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper
6471,FUR-FU-10001126,"Rubbermaid Clock, Erganomic",Furniture,Furnishings
6472,OFF-SME-10001754,"Smead File Folder Labels, 5000 Label Set",Office Supplies,Labels
6473,OFF-SU-10003892,"Acme Box Cutter, High Speed",Office Supplies,Supplies
6474,TEC-PH-10002713,"Samsung Headset, Cordless",Technology,Phones
6475,OFF-BI-10003876,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,Binders
6476,OFF-ACC-10003422,"Acco Binder, Durable",Office Supplies,Binders
6477,OFF-EN-10002007,"Kraft Clasp Envelope, with clear poly window",Office Supplies,Envelopes
6478,TEC-CO-10001271,"Sharp Personal Copier, Color",Technology,Copiers
6479,OFF-PA-10000816,"Enermax Memo Slips, Recycled",Office Supplies,Paper
6480,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings
6481,FUR-FU-10004013,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings
6482,OFF-AR-10004424,"Boston Markers, Blue",Office Supplies,Art
6483,FUR-FU-10000251,"Deflect-O Door Stop, Duo Pack",Furniture,Furnishings
6484,TEC-AC-10003569,"Logitech Numeric Keypad, Erganomic",Technology,Accessories
6485,OFF-BI-10002718,"Avery Binder, Durable",Office Supplies,Binders
6486,OFF-PA-10000588,"SanDisk Cards & Envelopes, 8.5 x 11",Office Supplies,Paper
6487,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art
6488,OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders
6489,OFF-SAN-10000722,"SanDisk Computer Printout Paper, Premium",Office Supplies,Paper
6490,TEC-AC-10002749,"Enermax Mouse, USB",Technology,Accessories
6491,OFF-AR-10001423,"BIC Canvas, Water Color",Office Supplies,Art
6492,OFF-PA-10004998,"Green Bar Parchment Paper, Multicolor",Office Supplies,Paper
6493,OFF-FA-10002895,"Accos Staples, 12 Pack",Office Supplies,Fasteners
6494,OFF-AR-10002144,"Stanley Pens, Blue",Office Supplies,Art
6495,OFF-XER-10004820,"Xerox Computer Printout Paper, Premium",Office Supplies,Paper
6496,OFF-EN-10003623,"GlobeWeis Interoffice Envelope, Set of 50",Office Supplies,Envelopes
6497,OFF-LA-10004747,"Hon Color Coded Labels, Alphabetical",Office Supplies,Labels
6498,OFF-KLE-10000228,"Kleencut Shears, High Speed",Office Supplies,Supplies
6499,TEC-HEW-10001056,"Hewlett Ink, High-Speed",Technology,Copiers
6500,TEC-MA-10002989,"Panasonic Printer, White",Technology,Machines
6501,OFF-EN-10004903,"Cameo Manila Envelope, with clear poly window",Office Supplies,Envelopes
6502,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders
6503,OFF-BI-10004139,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders
6504,FUR-FU-10002305,"Advantus Door Stop, Black",Furniture,Furnishings
6505,OFF-BI-10004007,"Avery 3-Hole Punch, Durable",Office Supplies,Binders
6506,FUR-BO-10003078,"Safco Corner Shelving, Traditional",Furniture,Bookcases
6507,OFF-XER-10004519,"Xerox Cards & Envelopes, Multicolor",Office Supplies,Paper
6508,OFF-FA-10002552,"Advantus Push Pins, Assorted Sizes",Office Supplies,Fasteners
6509,OFF-FA-10004362,"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners
6510,OFF-JIF-10004616,"Jiffy Manila Envelope, Security-Tint",Office Supplies,Envelopes
6511,OFF-LA-10002765,"Harbour Creations Legal Exhibit Labels, Adjustable",Office Supplies,Labels
6512,OFF-PA-10004379,"Enermax Computer Printout Paper, Premium",Office Supplies,Paper
6513,OFF-FA-10000509,"Advantus Clamps, Bulk Pack",Office Supplies,Fasteners
6514,OFF-EN-10004051,"Ames Manila Envelope, Set of 50",Office Supplies,Envelopes
6515,OFF-ST-10000154,"Smead Box, Single Width",Office Supplies,Storage
6516,OFF-AP-10003972,"Hoover Coffee Grinder, Silver",Office Supplies,Appliances
6517,OFF-EN-10003540,"Cameo Mailers, Set of 50",Office Supplies,Envelopes
6518,OFF-KIT-10003990,"KitchenAid Toaster, Silver",Office Supplies,Appliances
6519,FUR-CH-10003794,"SAFCO Bag Chairs, Set of Two",Furniture,Chairs
6520,OFF-AR-10001226,"Boston Pencil Sharpener, Fluorescent",Office Supplies,Art
6521,OFF-ST-10003164,"Fellowes Box, Wire Frame",Office Supplies,Storage
6522,OFF-BI-10004454,"Cardinal Binder Covers, Clear",Office Supplies,Binders
6523,OFF-AR-10004078,Newell 312,Office Supplies,Art
6524,OFF-SME-10000973,"Smead Folders, Industrial",Office Supplies,Storage
6525,FUR-CH-10002374,"SAFCO Bag Chairs, Black",Furniture,Chairs
6526,OFF-EN-10000075,"GlobeWeis Interoffice Envelope, Security-Tint",Office Supplies,Envelopes
6527,OFF-PA-10002818,"Enermax Parchment Paper, Premium",Office Supplies,Paper
6528,OFF-AR-10002113,"Boston Highlighters, Easy-Erase",Office Supplies,Art
6529,OFF-PA-10004343,"Enermax Memo Slips, Premium",Office Supplies,Paper
6530,OFF-FA-10000697,"Advantus Rubber Bands, 12 Pack",Office Supplies,Fasteners
6531,OFF-FIS-10000670,"Fiskars Scissors, Steel",Office Supplies,Supplies
6532,TEC-PH-10000611,"Samsung Signal Booster, VoIP",Technology,Phones
6533,TEC-MA-10002722,"Epson Receipt Printer, Wireless",Technology,Machines
6534,OFF-PA-10001844,"Eaton Message Books, 8.5 x 11",Office Supplies,Paper
6535,OFF-PA-10001578,"Eaton Computer Printout Paper, Multicolor",Office Supplies,Paper
6536,FUR-BO-10004878,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases
6537,OFF-BI-10003142,"Acco Binder Covers, Clear",Office Supplies,Binders
6538,OFF-FIS-10004787,"Fiskars Box Cutter, Steel",Office Supplies,Supplies
6539,OFF-FA-10004605,"OIC Clamps, Assorted Sizes",Office Supplies,Fasteners
6540,OFF-SU-10003803,"Acme Trimmer, Steel",Office Supplies,Supplies
6541,OFF-SU-10004791,"Fiskars Letter Opener, Easy Grip",Office Supplies,Supplies
6542,OFF-ST-10002352,Iris Project Case,Office Supplies,Storage
6543,OFF-SU-10002742,"Stiletto Trimmer, Serrated",Office Supplies,Supplies
6544,OFF-STA-10000054,"Stanley Pens, Fluorescent",Office Supplies,Art
6545,OFF-BI-10002455,"Acco 3-Hole Punch, Durable",Office Supplies,Binders
6546,OFF-AR-10003031,"Stanley Highlighters, Easy-Erase",Office Supplies,Art
6547,OFF-FA-10000522,"Stockwell Thumb Tacks, 12 Pack",Office Supplies,Fasteners
6548,FUR-BO-10002975,"Dania Stackable Bookrack, Traditional",Furniture,Bookcases
6549,OFF-PA-10001212,"Xerox Message Books, Recycled",Office Supplies,Paper
6550,OFF-SU-10004435,"Stiletto Shears, Serrated",Office Supplies,Supplies
6551,FUR-CH-10000438,"Novimex Chairmat, Adjustable",Furniture,Chairs
6552,OFF-LA-10003955,"Avery Shipping Labels, 5000 Label Set",Office Supplies,Labels
6553,OFF-BI-10003064,"Cardinal 3-Hole Punch, Clear",Office Supplies,Binders
6554,OFF-ST-10004841,"Eldon Box, Blue",Office Supplies,Storage
6555,OFF-SU-10003332,"Elite Letter Opener, Steel",Office Supplies,Supplies
6556,TEC-PH-10000571,"Apple Audio Dock, with Caller ID",Technology,Phones
6557,OFF-FA-10000146,"Stockwell Rubber Bands, Assorted Sizes",Office Supplies,Fasteners
6558,FUR-CH-10003696,"Novimex Bag Chairs, Black",Furniture,Chairs
6559,OFF-SME-10000520,"Smead Shelving, Wire Frame",Office Supplies,Storage
6560,OFF-BI-10000124,"Acco Binder Covers, Clear",Office Supplies,Binders
6561,OFF-FA-10004265,"Stockwell Paper Clips, Assorted Sizes",Office Supplies,Fasteners
6562,OFF-FA-10000027,"Stockwell Rubber Bands, Bulk Pack",Office Supplies,Fasteners
6563,OFF-EN-10003463,"Jiffy Peel and Seal, Recycled",Office Supplies,Envelopes
6564,OFF-EN-10002396,"Jiffy Mailers, Set of 50",Office Supplies,Envelopes
6565,OFF-EN-10001870,"Kraft Peel and Seal, Security-Tint",Office Supplies,Envelopes
6566,TEC-ENE-10004192,"Enermax Keyboard, Bluetooth",Technology,Accessories
6567,OFF-BI-10001304,"Cardinal 3-Hole Punch, Recycled",Office Supplies,Binders
6568,OFF-BI-10002738,"Acco Index Tab, Clear",Office Supplies,Binders
6569,FUR-FU-10000783,"Advantus Light Bulb, Durable",Furniture,Furnishings
6570,OFF-ST-10000649,Hanging Personal Folder File,Office Supplies,Storage
6571,FUR-TEN-10003552,"Tenex Clock, Durable",Furniture,Furnishings
6572,OFF-EN-10003391,"Jiffy Manila Envelope, Set of 50",Office Supplies,Envelopes
6573,FUR-NOV-10000283,"Novimex Chairmat, Black",Furniture,Chairs
6574,OFF-FA-10003020,"Accos Paper Clips, Bulk Pack",Office Supplies,Fasteners
6575,OFF-ACC-10000808,"Acco 3-Hole Punch, Economy",Office Supplies,Binders
6576,OFF-GLO-10003429,"GlobeWeis Peel and Seal, Set of 50",Office Supplies,Envelopes
6577,OFF-TEN-10000703,"Tenex Trays, Blue",Office Supplies,Storage
6578,TEC-CO-10004138,"Sharp Wireless Fax, Digital",Technology,Copiers
6579,OFF-FA-10003980,"OIC Paper Clips, Metal",Office Supplies,Fasteners
6580,OFF-ACC-10000798,"Acco Hole Reinforcements, Economy",Office Supplies,Binders
6581,OFF-GRE-10004796,"Green Bar Computer Printout Paper, Multicolor",Office Supplies,Paper
6582,TEC-AC-10002305,KeyTronic E03601U1 - Keyboard - Beige,Technology,Accessories
6583,OFF-PA-10002927,"Enermax Computer Printout Paper, 8.5 x 11",Office Supplies,Paper
6584,OFF-EN-10004469,"Jiffy Manila Envelope, Recycled",Office Supplies,Envelopes
6585,OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage
6586,TEC-MEM-10003743,"Memorex Numeric Keypad, Bluetooth",Technology,Accessories
6587,OFF-EN-10000897,"Kraft Mailers, Set of 50",Office Supplies,Envelopes
6588,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes
6589,OFF-KLE-10000050,"Kleencut Trimmer, High Speed",Office Supplies,Supplies
6590,FUR-FU-10004596,"Tenex Door Stop, Black",Furniture,Furnishings
6591,OFF-LA-10003809,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels
6592,TEC-MA-10003251,"Konica Phone, White",Technology,Machines
6593,TEC-PH-10003220,"Cisco Headset, VoIP",Technology,Phones
6594,OFF-EN-10003728,"Cameo Mailers, with clear poly window",Office Supplies,Envelopes
6595,OFF-LA-10004594,"Avery Color Coded Labels, Adjustable",Office Supplies,Labels
6596,OFF-LA-10000615,"Hon Removable Labels, Adjustable",Office Supplies,Labels
6597,OFF-AP-10002165,"Hamilton Beach Blender, White",Office Supplies,Appliances
6598,OFF-BI-10004700,"Cardinal Binder, Durable",Office Supplies,Binders
6599,OFF-AR-10001074,"Sanford Highlighters, Blue",Office Supplies,Art
6600,OFF-SU-10000997,"Fiskars Shears, Easy Grip",Office Supplies,Supplies
6601,OFF-FA-10000227,"OIC Clamps, Metal",Office Supplies,Fasteners
6602,OFF-BI-10002335,"Avery Binder Covers, Durable",Office Supplies,Binders
6603,OFF-ELI-10001812,"Elite Shears, Easy Grip",Office Supplies,Supplies
6604,TEC-AC-10000336,"Enermax Mouse, Bluetooth",Technology,Accessories
6605,OFF-BI-10003702,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders
6606,OFF-SU-10001697,"Fiskars Scissors, Easy Grip",Office Supplies,Supplies
6607,OFF-AR-10004780,"Stanley Markers, Blue",Office Supplies,Art
6608,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders
6609,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones
6610,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper
6611,OFF-LA-10002992,"Novimex Removable Labels, 5000 Label Set",Office Supplies,Labels
6612,FUR-FU-10002928,"Eldon Light Bulb, Erganomic",Furniture,Furnishings
6613,TEC-AC-10003681,"SanDisk Mouse, Erganomic",Technology,Accessories
6614,TEC-AC-10001745,"Memorex Flash Drive, Programmable",Technology,Accessories
6615,OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders
6616,OFF-SU-10002710,"Fiskars Trimmer, High Speed",Office Supplies,Supplies
6617,OFF-FA-10002635,"Accos Thumb Tacks, Metal",Office Supplies,Fasteners
6618,OFF-KRA-10002828,"Kraft Peel and Seal, Security-Tint",Office Supplies,Envelopes
6619,OFF-SU-10002169,"Fiskars Letter Opener, High Speed",Office Supplies,Supplies
6620,OFF-AR-10001419,Newell 325,Office Supplies,Art
6621,OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances
6622,OFF-SU-10003511,"Kleencut Ruler, High Speed",Office Supplies,Supplies
6623,OFF-ST-10004897,"Tenex Folders, Blue",Office Supplies,Storage
6624,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Furnishings
6625,OFF-PA-10004101,Xerox 1894,Office Supplies,Paper
6626,OFF-PA-10001006,"Eaton Message Books, Recycled",Office Supplies,Paper
6627,OFF-PA-10004380,"SanDisk Memo Slips, Multicolor",Office Supplies,Paper
6628,OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances
6629,OFF-PA-10000740,Xerox 1982,Office Supplies,Paper
6630,OFF-ST-10000557,"Tenex Box, Blue",Office Supplies,Storage
6631,OFF-LA-10001019,"Avery Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels
6632,TEC-AC-10003725,"Memorex Flash Drive, Erganomic",Technology,Accessories
6633,OFF-EN-10000084,"Jiffy Manila Envelope, with clear poly window",Office Supplies,Envelopes
6634,OFF-LA-10002848,"Novimex Shipping Labels, Laser Printer Compatible",Office Supplies,Labels
6635,TEC-AC-10004773,"Memorex Flash Drive, Bluetooth",Technology,Accessories
6636,OFF-CUI-10002413,"Cuisinart Coffee Grinder, Black",Office Supplies,Appliances
6637,OFF-FA-10003892,"OIC Push Pins, 12 Pack",Office Supplies,Fasteners
6638,OFF-PA-10002022,"Xerox Message Books, 8.5 x 11",Office Supplies,Paper
6639,FUR-OFF-10001125,"Office Star Rocking Chair, Adjustable",Furniture,Chairs
6640,FUR-TA-10003855,"Lesro Round Table, with Bottom Storage",Furniture,Tables
6641,OFF-AR-10004818,"Boston Markers, Easy-Erase",Office Supplies,Art
6642,OFF-ST-10003293,"Smead File Cart, Single Width",Office Supplies,Storage
6643,OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders
6644,FUR-FU-10002501,Nu-Dell Executive Frame,Furniture,Furnishings
6645,OFF-SU-10003739,"Elite Scissors, Easy Grip",Office Supplies,Supplies
6646,TEC-AC-10004713,"Logitech Mouse, Erganomic",Technology,Accessories
6647,OFF-ST-10001597,"Tenex Box, Single Width",Office Supplies,Storage
6648,OFF-SU-10003723,"Elite Shears, High Speed",Office Supplies,Supplies
6649,OFF-PA-10001972,"Eaton Message Books, Premium",Office Supplies,Paper
6650,OFF-FA-10000010,"OIC Staples, Metal",Office Supplies,Fasteners
6651,OFF-LA-10003233,"Avery Removable Labels, Alphabetical",Office Supplies,Labels
6652,OFF-AR-10004068,"Boston Markers, Fluorescent",Office Supplies,Art
6653,OFF-ST-10001229,"Fellowes Box, Single Width",Office Supplies,Storage
6654,OFF-FA-10003911,"Advantus Clamps, Assorted Sizes",Office Supplies,Fasteners
6655,OFF-EN-10004989,"Cameo Manila Envelope, Set of 50",Office Supplies,Envelopes
6656,OFF-EN-10002955,"Jiffy Interoffice Envelope, with clear poly window",Office Supplies,Envelopes
6657,OFF-STO-10002661,"Stockwell Staples, 12 Pack",Office Supplies,Fasteners
6658,OFF-AR-10003077,"Boston Markers, Fluorescent",Office Supplies,Art
6659,OFF-FA-10000520,"Stockwell Paper Clips, Bulk Pack",Office Supplies,Fasteners
6660,OFF-EN-10001454,"Cameo Manila Envelope, with clear poly window",Office Supplies,Envelopes
6661,OFF-SU-10004246,"Fiskars Letter Opener, Easy Grip",Office Supplies,Supplies
6662,OFF-PA-10003034,"SanDisk Memo Slips, 8.5 x 11",Office Supplies,Paper
6663,OFF-SAN-10003644,"Sanford Markers, Blue",Office Supplies,Art
6664,OFF-SU-10003651,"Elite Ruler, Serrated",Office Supplies,Supplies
6665,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories
6666,TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones
6667,TEC-PH-10000647,"Samsung Office Telephone, VoIP",Technology,Phones
6668,OFF-BI-10004553,"Cardinal Binder, Clear",Office Supplies,Binders
6669,OFF-FA-10004067,"Stockwell Rubber Bands, 12 Pack",Office Supplies,Fasteners
6670,FUR-TA-10004353,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables
6671,OFF-SU-10000885,"Elite Box Cutter, Steel",Office Supplies,Supplies
6672,OFF-FA-10001309,"Stockwell Thumb Tacks, 12 Pack",Office Supplies,Fasteners
6673,TEC-PH-10004833,Macally Suction Cup Mount,Technology,Phones
6674,FUR-OFF-10001187,"Office Star Chairmat, Black",Furniture,Chairs
6675,OFF-AR-10000444,"BIC Highlighters, Blue",Office Supplies,Art
6676,FUR-TA-10004050,"Lesro Coffee Table, Fully Assembled",Furniture,Tables
6677,OFF-AR-10000340,"Boston Pens, Water Color",Office Supplies,Art
6678,TEC-SAN-10004181,"SanDisk Keyboard, USB",Technology,Accessories
6679,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper
6680,FUR-IKE-10003796,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases
6681,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories
6682,OFF-BIC-10004826,"BIC Canvas, Easy-Erase",Office Supplies,Art
6683,TEC-STA-10000699,"StarTech Phone, Red",Technology,Machines
6684,OFF-EN-10004788,"Cameo Manila Envelope, Recycled",Office Supplies,Envelopes
6685,OFF-AR-10001176,"Sanford Pens, Water Color",Office Supplies,Art
6686,TEC-LOG-10001123,"Logitech Memory Card, Bluetooth",Technology,Accessories
6687,TEC-KON-10000091,"Konica Calculator, Red",Technology,Machines
6688,OFF-BI-10001507,"Ibico Binder, Durable",Office Supplies,Binders
6689,FUR-CH-10003875,"Office Star Swivel Stool, Set of Two",Furniture,Chairs
6690,OFF-LA-10001402,"Smead Color Coded Labels, 5000 Label Set",Office Supplies,Labels
6691,OFF-ST-10004431,"Fellowes Trays, Single Width",Office Supplies,Storage
6692,OFF-AR-10001570,"Sanford Canvas, Water Color",Office Supplies,Art
6693,OFF-FA-10002790,"Stockwell Push Pins, 12 Pack",Office Supplies,Fasteners
6694,OFF-HAR-10004896,"Harbour Creations Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels
6695,FUR-ADV-10004395,"Advantus Door Stop, Durable",Furniture,Furnishings
6696,OFF-LA-10000604,"Harbour Creations Color Coded Labels, Laser Printer Compatible",Office Supplies,Labels
6697,OFF-EN-10004303,"Jiffy Mailers, Recycled",Office Supplies,Envelopes
6698,FUR-CH-10001220,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs
6699,OFF-EN-10002850,"Ames Manila Envelope, Recycled",Office Supplies,Envelopes
6700,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings
6701,OFF-ST-10004330,"Smead Folders, Single Width",Office Supplies,Storage
6702,OFF-EN-10003103,"GlobeWeis Manila Envelope, with clear poly window",Office Supplies,Envelopes
6703,OFF-PA-10002616,"Green Bar Parchment Paper, Multicolor",Office Supplies,Paper
6704,TEC-PH-10002075,AT&T EL51110 DECT,Technology,Phones
6705,OFF-PA-10001620,"SanDisk Memo Slips, Recycled",Office Supplies,Paper
6706,OFF-BI-10001659,"Cardinal Index Tab, Clear",Office Supplies,Binders
6707,FUR-RUB-10003699,"Rubbermaid Light Bulb, Duo Pack",Furniture,Furnishings
6708,OFF-GLO-10001348,"GlobeWeis Manila Envelope, Security-Tint",Office Supplies,Envelopes
6709,OFF-LA-10000271,"Harbour Creations Shipping Labels, Alphabetical",Office Supplies,Labels
6710,TEC-OKI-10003770,"Okidata Receipt Printer, Durable",Technology,Machines
6711,OFF-FA-10000467,"Stockwell Push Pins, 12 Pack",Office Supplies,Fasteners
6712,FUR-FU-10002709,"Advantus Clock, Erganomic",Furniture,Furnishings
6713,OFF-FA-10003789,"Accos Push Pins, Metal",Office Supplies,Fasteners
6714,OFF-ST-10003132,"Fellowes Box, Blue",Office Supplies,Storage
6715,OFF-SU-10000789,"Kleencut Box Cutter, Serrated",Office Supplies,Supplies
6716,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings
6717,FUR-FU-10002486,"Advantus Clock, Durable",Furniture,Furnishings
6718,OFF-BI-10001568,"Ibico Binder Covers, Economy",Office Supplies,Binders
6719,OFF-SU-10004938,"Fiskars Trimmer, Steel",Office Supplies,Supplies
6720,OFF-SAN-10004706,"SanDisk Note Cards, Premium",Office Supplies,Paper
6721,OFF-ADV-10001124,"Advantus Clamps, 12 Pack",Office Supplies,Fasteners
6722,OFF-BI-10002841,"Cardinal Binding Machine, Durable",Office Supplies,Binders
6723,OFF-LA-10001294,"Avery Shipping Labels, Adjustable",Office Supplies,Labels
6724,OFF-BI-10001904,"Cardinal Binder Covers, Durable",Office Supplies,Binders
6725,OFF-AR-10000356,"Boston Highlighters, Fluorescent",Office Supplies,Art
6726,OFF-KIT-10001245,"KitchenAid Blender, Black",Office Supplies,Appliances
6727,OFF-PA-10004673,"Eaton Note Cards, Multicolor",Office Supplies,Paper
6728,TEC-AC-10001956,Microsoft Arc Touch Mouse,Technology,Accessories
6729,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings
6730,OFF-BI-10003806,"Avery Index Tab, Clear",Office Supplies,Binders
6731,OFF-PA-10002360,"SanDisk Computer Printout Paper, 8.5 x 11",Office Supplies,Paper
6732,OFF-BI-10004177,"Wilson Jones 3-Hole Punch, Durable",Office Supplies,Binders
6733,OFF-XER-10001454,"Xerox Parchment Paper, Multicolor",Office Supplies,Paper
6734,OFF-STI-10002262,"Stiletto Box Cutter, High Speed",Office Supplies,Supplies
6735,OFF-FA-10002791,"OIC Push Pins, Assorted Sizes",Office Supplies,Fasteners
6736,OFF-PA-10002925,"Enermax Cards & Envelopes, Multicolor",Office Supplies,Paper
6737,OFF-BI-10002533,"Wilson Jones Binding Machine, Economy",Office Supplies,Binders
6738,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies
6739,OFF-BI-10003642,"Wilson Jones Binder, Economy",Office Supplies,Binders
6740,OFF-EN-10004550,"GlobeWeis Interoffice Envelope, Recycled",Office Supplies,Envelopes
6741,OFF-XER-10003495,"Xerox Cards & Envelopes, Premium",Office Supplies,Paper
6742,TEC-AC-10001278,"Enermax Flash Drive, USB",Technology,Accessories
6743,OFF-LA-10003217,"Smead File Folder Labels, Laser Printer Compatible",Office Supplies,Labels
6744,OFF-LA-10000506,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels
6745,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage
6746,OFF-BOS-10001386,"Boston Sketch Pad, Water Color",Office Supplies,Art
6747,OFF-FA-10000087,"Accos Clamps, Assorted Sizes",Office Supplies,Fasteners
6748,TEC-PH-10002916,"Apple Speaker Phone, with Caller ID",Technology,Phones
6749,OFF-AP-10004919,"Hamilton Beach Blender, White",Office Supplies,Appliances
6750,OFF-AP-10002753,"Cuisinart Toaster, Red",Office Supplies,Appliances
6751,OFF-LA-10001188,"Novimex Shipping Labels, Adjustable",Office Supplies,Labels
6752,OFF-LA-10004545,Avery 50,Office Supplies,Labels
6753,TEC-AC-10000152,"Logitech Flash Drive, Erganomic",Technology,Accessories
6754,OFF-AR-10003321,"BIC Highlighters, Water Color",Office Supplies,Art
6755,OFF-FA-10003977,"Stockwell Rubber Bands, 12 Pack",Office Supplies,Fasteners
6756,OFF-BI-10000721,"Ibico Binder Covers, Recycled",Office Supplies,Binders
6757,OFF-LA-10004148,"Smead File Folder Labels, 5000 Label Set",Office Supplies,Labels
6758,OFF-AR-10002677,"BIC Pencil Sharpener, Easy-Erase",Office Supplies,Art
6759,OFF-SAN-10001074,"SanDisk Message Books, Premium",Office Supplies,Paper
6760,TEC-CO-10003633,"Canon Ink, Laser",Technology,Copiers
6761,OFF-ELD-10003918,"Eldon Folders, Wire Frame",Office Supplies,Storage
6762,TEC-KON-10002482,"Konica Phone, Red",Technology,Machines
6763,OFF-BOS-10002705,"Boston Highlighters, Fluorescent",Office Supplies,Art
6764,TEC-PH-10001575,"Samsung Office Telephone, VoIP",Technology,Phones
6765,OFF-ST-10001890,"Eldon Trays, Industrial",Office Supplies,Storage
6766,OFF-LA-10004411,"Avery File Folder Labels, 5000 Label Set",Office Supplies,Labels
6767,TEC-SAN-10000740,"SanDisk Numeric Keypad, Bluetooth",Technology,Accessories
6768,OFF-ST-10003764,"Tenex Box, Industrial",Office Supplies,Storage
6769,TEC-OKI-10001454,"Okidata Calculator, Durable",Technology,Machines
6770,OFF-ST-10001646,"Fellowes Box, Wire Frame",Office Supplies,Storage
6771,OFF-AR-10001602,"Sanford Canvas, Water Color",Office Supplies,Art
6772,TEC-PH-10003303,"Cisco Office Telephone, Cordless",Technology,Phones
6773,OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders
6774,OFF-AP-10000600,"KitchenAid Coffee Grinder, Silver",Office Supplies,Appliances
6775,OFF-SU-10004846,"Acme Box Cutter, Serrated",Office Supplies,Supplies
6776,OFF-HAM-10004471,"Hamilton Beach Coffee Grinder, Silver",Office Supplies,Appliances
6777,OFF-PA-10002645,"Green Bar Computer Printout Paper, Recycled",Office Supplies,Paper
6778,OFF-JIF-10000165,"Jiffy Business Envelopes, Recycled",Office Supplies,Envelopes
6779,OFF-PA-10003708,"Green Bar Computer Printout Paper, Premium",Office Supplies,Paper
6780,FUR-FU-10001977,"Deflect-O Frame, Erganomic",Furniture,Furnishings
6781,OFF-LA-10003271,"Novimex Shipping Labels, Adjustable",Office Supplies,Labels
6782,OFF-EN-10004462,"Ames Peel and Seal, Security-Tint",Office Supplies,Envelopes
